"","HF","FT","HW","id"
"3093","1.074","0.94","1.242","Curvitermes stictinasus Soldier"
"3094","1.157","0.743","1.196","Curvitermes stictinasus Soldier"
"3095","1.036","0.877","0.91","Curvitermes stictinasus Queen"
"3096","0.405","0.258","0.792","Diwaitermes kanehirae Worker"
"3097","0.509","0.431","0.907","Diwaitermes kanehirae Worker"
"3098","0.503","0.324","0.798","Diwaitermes kanehirae Worker"
"3099","0.48","0.373","0.753","Diwaitermes kanehirae Worker"
"3100","0.41","0.411","0.733","Diwaitermes kanehirae Worker"
"3101","0.466","0.354","0.857","Diwaitermes kanehirae Worker"
"3102","0.556","0.501","0.988","Diwaitermes kanehirae Worker"
"3103","0.671","0.48","1.029","Diwaitermes kanehirae Worker"
"3104","0.569","0.439","1.042","Diwaitermes kanehirae Worker"
"3105","0.292","na","0.824","Diwaitermes kanehirae Worker"
"3106","0.407","0.345","0.695","Diwaitermes kanehirae Worker"
"3107","na","0.267","0.711","Diwaitermes kanehirae Worker"
"3108","0.483","0.434","0.86","Diwaitermes kanehirae Worker"
"3109","0.618","0.417","0.818","Diwaitermes kanehirae Worker"
"3110","0.587","0.429","0.848","Diwaitermes kanehirae Worker"
"3111","0.452","0.373","0.945","Diwaitermes kanehirae Worker"
"3112","0.458","0.426","0.744","Diwaitermes kanehirae Worker"
"3113","0.576","0.472","0.856","Diwaitermes kanehirae Worker"
"3114","0.504","0.354","0.874","Diwaitermes kanehirae Worker"
"3115","0.667","0.407","0.862","Diwaitermes kanehirae Worker"
"3116","0.495","0.421","0.75","Diwaitermes kanehirae Worker"
"3117","0.625","0.402","0.867","Diwaitermes kanehirae Worker"
"3118","0.515","0.514","0.702","Diwaitermes kanehirae Worker"
"3119","0.561","0.366","0.829","Diwaitermes kanehirae Worker"
"3120","0.446","0.372","0.876","Diwaitermes kanehirae Worker"
"3121","0.542","0.504","0.865","Diwaitermes kanehirae Worker"
"3122","0.492","0.414","0.867","Diwaitermes kanehirae Worker"
"3123","0.535","0.42","0.782","Diwaitermes kanehirae Worker"
"3124","0.575","0.468","0.899","Diwaitermes kanehirae Worker"
"3125","0.595","na","0.896","Diwaitermes kanehirae Worker"
"3126","0.49","0.472","0.647","Diwaitermes kanehirae Soldier"
"3127","0.597","0.49","0.677","Diwaitermes kanehirae Soldier"
"3128","0.383","0.49","0.651","Diwaitermes kanehirae Soldier"
"3129","0.564","0.432","0.638","Diwaitermes kanehirae Soldier"
"3130","0.569","0.458","0.719","Diwaitermes kanehirae Soldier"
"3131","0.659","0.479","0.656","Diwaitermes kanehirae Soldier"
"3132","0.607","0.464","0.702","Diwaitermes kanehirae Soldier"
"3133","0.524","0.552","0.66","Diwaitermes kanehirae Soldier"
"3134","0.607","0.479","0.658","Diwaitermes kanehirae Soldier"
"3135","0.531","0.428","0.669","Diwaitermes kanehirae Soldier"
"3136","0.7","0.673","0.82","Diwaitermes kanehirae Queen"
"3137","0.469","0.466","0.625","Dihoplotermes inusitatus Worker"
"3138","0.498","0.318","0.73","Dihoplotermes inusitatus Worker"
"3139","0.531","0.407","0.69","Dihoplotermes inusitatus Worker"
"3140","0.455","0.395","0.801","Dihoplotermes inusitatus Worker"
"3141","0.49","0.44","0.709","Dihoplotermes inusitatus Worker"
"3142","0.534","0.446","0.712","Dihoplotermes inusitatus Worker"
"3143","0.618","0.549","0.771","Dihoplotermes inusitatus Worker"
"3144","0.513","0.385","0.774","Dihoplotermes inusitatus Worker"
"3145","0.558","0.464","0.635","Dihoplotermes inusitatus Worker"
"3146","0.588","0.445","0.7","Dihoplotermes inusitatus Worker"
"3147","0.45","0.449","0.64","Dihoplotermes inusitatus Worker"
"3148","0.491","0.416","0.68","Dihoplotermes inusitatus Worker"
"3149","0.503","0.412","0.691","Dihoplotermes inusitatus Worker"
"3150","0.408","0.39","0.718","Dihoplotermes inusitatus Worker"
"3151","0.457","0.309","0.671","Dihoplotermes inusitatus Worker"
"3152","0.483","na","0.73","Dihoplotermes inusitatus Worker"
"3153","0.538","0.335","0.767","Dihoplotermes inusitatus Worker"
"3154","0.541","0.386","0.69","Dihoplotermes inusitatus Worker"
"3155","0.567","0.347","0.732","Dihoplotermes inusitatus Worker"
"3156","0.518","0.428","0.69","Dihoplotermes inusitatus Worker"
"3157","0.609","0.405","0.624","Dihoplotermes inusitatus Worker"
"3158","0.547","0.423","0.627","Dihoplotermes inusitatus Worker"
"3159","0.514","0.334","0.696","Dihoplotermes inusitatus Worker"
"3160","0.49","0.359","0.639","Dihoplotermes inusitatus Worker"
"3161","0.514","0.404","0.721","Dihoplotermes inusitatus Worker"
"3162","0.553","0.387","0.708","Dihoplotermes inusitatus Worker"
"3163","0.604","0.375","0.706","Dihoplotermes inusitatus Worker"
"3164","0.497","0.266","0.72","Dihoplotermes inusitatus Worker"
"3165","0.466","0.409","0.695","Dihoplotermes inusitatus Worker"
"3166","0.478","0.358","0.64","Dihoplotermes inusitatus Worker"
"3167","0.502","0.476","0.834","Dihoplotermes inusitatus Soldier"
"3168","0.632","0.588","0.943","Dihoplotermes inusitatus Soldier"
"3169","0.609","0.507","0.98","Dihoplotermes inusitatus Soldier"
"3170","0.396","0.349","0.854","Dihoplotermes inusitatus Soldier"
"3171","0.699","0.565","0.834","Dihoplotermes inusitatus Soldier"
"3172","0.65","0.593","0.953","Dihoplotermes inusitatus Soldier"
"3173","0.608","0.527","0.861","Dihoplotermes inusitatus Soldier"
"3174","0.632","0.571","0.965","Dihoplotermes inusitatus Soldier"
"3175","0.632","0.576","0.92","Dihoplotermes inusitatus Soldier"
"3176","0.652","0.507","0.964","Dihoplotermes inusitatus Soldier"
"3177","0.711","0.553","1.02","Dihoplotermes inusitatus Soldier"
"3178","0.677","0.494","1.02","Dihoplotermes inusitatus Soldier"
"3179","0.667","0.62","1.08","Dihoplotermes inusitatus Soldier"
"3180","0.669","0.488","1.016","Dihoplotermes inusitatus Soldier"
"3181","0.674","0.599","1.03","Dihoplotermes inusitatus Soldier"
"3182","0.616","0.562","0.975","Dihoplotermes inusitatus Soldier"
"3183","0.68","0.622","0.927","Dihoplotermes inusitatus Soldier"
"3184","0.539","0.568","0.99","Dihoplotermes inusitatus Soldier"
"3185","0.628","0.43","1.006","Dihoplotermes inusitatus Soldier"
"3186","0.767","0.7","1.102","Dihoplotermes inusitatus Soldier"
"3187","0.648","0.486","1.002","Diversitermes diversimiles Worker"
"3188","0.692","0.476","0.967","Diversitermes diversimiles Worker"
"3189","0.7","0.555","0.946","Diversitermes diversimiles Worker"
"3190","0.607","0.565","0.96","Diversitermes diversimiles Worker"
"3191","0.731","0.479","1.003","Diversitermes diversimiles Worker"
"3192","0.662","0.607","0.948","Diversitermes diversimiles Worker"
"3193","0.778","0.571","0.858","Diversitermes diversimiles Worker"
"3194","0.636","0.566","0.891","Diversitermes diversimiles Worker"
"3195","0.662","0.492","0.867","Diversitermes diversimiles Worker"
"3196","0.669","0.591","0.891","Diversitermes diversimiles Worker"
"3197","0.772","0.632","0.917","Diversitermes diversimiles Worker"
"3198","0.624","0.556","0.908","Diversitermes diversimiles Worker"
"3199","0.632","0.578","0.908","Diversitermes diversimiles Worker"
"3200","0.726","0.561","0.876","Diversitermes diversimiles Worker"
"3201","0.708","0.505","0.993","Diversitermes diversimiles Worker"
"3202","0.767","0.512","0.929","Diversitermes diversimiles Worker"
"3203","0.641","0.557","1.05","Diversitermes diversimiles Worker"
"3204","0.671","0.646","0.833","Diversitermes diversimiles Worker"
"3205","0.734","0.585","0.901","Diversitermes diversimiles Worker"
"3206","0.759","0.589","0.918","Diversitermes diversimiles Worker"
"3207","0.693","0.491","0.952","Diversitermes diversimiles Worker"
"3208","0.735","0.576","1.009","Diversitermes diversimiles Worker"
"3209","0.772","0.593","0.901","Diversitermes diversimiles Worker"
"3210","0.695","0.656","0.922","Diversitermes diversimiles Worker"
"3211","0.842","0.669","0.979","Diversitermes diversimiles Worker"
"3212","0.82","0.712","0.96","Diversitermes diversimiles Worker"
"3213","0.619","0.446","0.939","Diversitermes diversimiles Worker"
"3214","0.686","0.45","0.861","Diversitermes diversimiles Worker"
"3215","0.597","0.546","0.879","Diversitermes diversimiles Worker"
"3216","0.822","0.587","0.963","Diversitermes diversimiles Worker"
"3217","0.581","0.492","0.455","Diversitermes diversimiles Soldier"
"3218","0.594","0.487","0.464","Diversitermes diversimiles Soldier"
"3219","0.622","0.677","0.491","Diversitermes diversimiles Soldier"
"3220","0.665","0.555","0.46","Diversitermes diversimiles Soldier"
"3221","0.721","0.377","0.551","Diversitermes diversimiles Soldier"
"3222","0.629","0.601","0.507","Diversitermes diversimiles Soldier"
"3223","0.565","0.576","0.458","Diversitermes diversimiles Soldier"
"3224","0.604","0.518","0.536","Diversitermes diversimiles Soldier"
"3225","0.569","0.496","0.458","Diversitermes diversimiles Soldier"
"3226","0.697","0.607","0.515","Diversitermes diversimiles Soldier"
"3227","0.902","0.604","0.636","Diversitermes diversimiles Soldier"
"3228","0.799","0.586","0.631","Diversitermes diversimiles Soldier"
"3229","0.681","0.538","0.758","Diversitermes diversimiles Soldier"
"3230","0.756","0.632","0.48","Diversitermes diversimiles Soldier"
"3231","0.619","0.628","0.607","Diversitermes diversimiles Soldier"
"3232","0.812","0.716","0.611","Diversitermes diversimiles Soldier"
"3233","0.761","0.664","0.626","Diversitermes diversimiles Soldier"
"3234","0.828","0.772","0.656","Diversitermes diversimiles Soldier"
"3235","0.84","0.646","0.628","Diversitermes diversimiles Soldier"
"3236","0.847","0.681","0.619","Diversitermes diversimiles Soldier"
"3237","0.854","0.703","1.121","Diversitermes diversimiles Soldier"
"3238","0.819","0.727","1.043","Diversitermes diversimiles Soldier"
"3239","0.804","0.705","1.123","Diversitermes diversimiles Soldier"
"3240","0.844","0.729","0.92","Diversitermes diversimiles Soldier"
"3241","0.887","0.672","0.898","Diversitermes diversimiles Soldier"
"3242","0.783","0.671","1.08","Diversitermes diversimiles Soldier"
"3243","0.942","0.69","1.037","Diversitermes diversimiles Soldier"
"3244","0.862","0.791","1.063","Diversitermes diversimiles Soldier"
"3245","0.867","0.722","0.976","Diversitermes diversimiles Soldier"
"3246","0.893","0.651","1.089","Diversitermes diversimiles Soldier"
"3247","0.514","0.378","0.572","Eleanoritermes borneesis Worker"
"3248","na","0.325","0.671","Eleanoritermes borneesis Soldier"
"3249","0.845","0.675","1.437","Eucryptotermes wheeleri Worker"
"3250","0.566","0.495","1.208","Eucryptotermes wheeleri Soldier"
"3251","0.677","0.579","1.306","Eucryptotermes wheeleri Soldier"
"3252","0.756","0.678","1.604","Eucryptotermes wheeleri Soldier"
"3253","0.73","na","1.463","Eucryptotermes wheeleri Soldier"
"3254","0.847","0.792","1.552","Eucryptotermes wheeleri Soldier"
"3255","0.49","0.502","0.772","Ephelotermes cheeli Worker"
"3256","0.638","0.476","0.877","Ephelotermes cheeli Worker"
"3257","0.526","0.479","0.808","Ephelotermes cheeli Worker"
"3258","0.699","0.462","0.888","Ephelotermes cheeli Worker"
"3259","0.743","0.665","1.02","Ephelotermes cheeli Soldier"
"3260","0.79","0.632","1.018","Ephelotermes cheeli Soldier"
"3261","0.678","0.648","1.036","Ephelotermes cheeli Soldier"
"3262","0.581","0.467","0.961","Ephelotermes cheeli Soldier"
"3263","0.431","0.316","0.76","Eremotermes nanus Worker"
"3264","0.367","0.341","0.687","Eremotermes nanus Worker"
"3265","0.469","0.32","na","Eremotermes nanus Worker"
"3266","0.289","0.408","0.556","Eremotermes nanus Worker"
"3267","na","0.369","0.691","Eremotermes nanus Worker"
"3268","0.379","0.175","0.738","Eremotermes nanus Worker"
"3269","0.289","0.362","0.759","Eremotermes nanus Worker"
"3270","na","0.276","0.77","Eremotermes nanus Worker"
"3271","0.396","0.415","0.684","Eremotermes nanus Worker"
"3272","0.422","0.313","0.754","Eremotermes nanus Worker"
"3273","0.44","0.361","0.655","Eremotermes nanus Worker"
"3274","0.34","0.297","0.665","Eremotermes nanus Worker"
"3275","na","0.278","0.672","Eremotermes nanus Worker"
"3276","0.428","0.437","0.676","Eremotermes nanus Worker"
"3277","na","0.249","0.614","Eremotermes nanus Worker"
"3278","0.443","0.302","0.7","Eremotermes nanus Worker"
"3279","0.352","0.287","na","Eremotermes nanus Worker"
"3280","0.313","0.229","0.529","Eremotermes nanus Worker"
"3281","0.366","0.344","0.691","Eremotermes nanus Worker"
"3282","0.456","0.411","0.602","Eremotermes nanus Worker"
"3283","0.415","0.321","0.65","Eremotermes nanus Worker"
"3284","0.331","0.305","0.661","Eremotermes nanus Worker"
"3285","0.311","0.375","0.729","Eremotermes nanus Worker"
"3286","0.457","0.32","0.74","Eremotermes nanus Worker"
"3287","0.467","0.379","0.708","Eremotermes nanus Worker"
"3288","0.387","0.364","0.736","Eremotermes nanus Worker"
"3289","na","0.407","0.699","Eremotermes nanus Worker"
"3290","0.329","0.284","0.604","Eremotermes nanus Worker"
"3291","0.433","0.427","0.618","Eremotermes nanus Worker"
"3292","0.51","0.358","0.608","Eremotermes nanus Worker"
"3293","na","0.361","0.637","Eremotermes nanus Soldier"
"3294","0.335","0.329","0.676","Eremotermes nanus Soldier"
"3295","0.541","0.442","0.725","Eburnitermes spp Worker"
"3296","0.529","0.42","0.75","Eburnitermes spp Worker"
"3297","0.434","0.302","0.687","Eburnitermes spp Worker"
"3298","0.585","0.57","0.889","Eburnitermes spp Worker"
"3299","0.673","0.531","0.799","Eburnitermes spp Worker"
"3300","0.62","0.613","0.881","Eburnitermes spp Worker"
"3301","0.584","0.398","0.716","Eburnitermes spp Worker"
"3302","0.577","0.52","0.765","Eburnitermes spp Worker"
"3303","0.463","0.379","0.745","Eburnitermes spp Worker"
"3304","0.577","0.51","0.736","Eburnitermes spp Worker"
"3305","0.499","0.403","0.695","Eburnitermes spp Worker"
"3306","0.511","0.534","0.751","Eburnitermes spp Worker"
"3307","0.422","0.505","0.697","Eburnitermes spp Worker"
"3308","0.51","0.324","0.705","Eburnitermes spp Worker"
"3309","0.519","0.555","0.732","Eburnitermes spp Worker"
"3310","0.573","0.456","0.759","Eburnitermes spp Worker"
"3311","0.558","0.516","0.716","Eburnitermes spp Worker"
"3312","0.527","0.44","0.664","Eburnitermes spp Worker"
"3313","0.47","0.409","0.662","Eburnitermes spp Worker"
"3314","0.487","0.495","0.704","Eburnitermes spp Worker"
"3315","na","0.37","0.696","Eburnitermes spp Worker"
"3316","0.577","0.503","0.76","Eburnitermes spp Worker"
"3317","0.537","0.444","0.711","Eburnitermes spp Worker"
"3318","0.611","0.462","0.724","Eburnitermes spp Worker"
"3319","0.517","0.365","0.677","Eburnitermes spp Worker"
"3320","0.42","0.437","0.682","Eburnitermes spp Worker"
"3321","0.444","0.433","0.678","Eburnitermes spp Worker"
"3322","0.514","0.404","0.784","Eburnitermes spp Worker"
"3323","0.479","0.442","0.768","Eburnitermes spp Worker"
"3324","0.54","0.362","0.742","Eburnitermes spp Worker"
"3325","0.52","0.44","0.752","Eburnitermes spp Soldier"
"3326","0.738","0.532","0.998","Eburnitermes spp Soldier"
"3327","0.428","0.418","0.857","Eburnitermes spp Soldier"
"3328","0.428","0.405","0.857","Eburnitermes spp Soldier"
"3329","0.524","0.497","0.848","Eburnitermes spp Soldier"
"3330","0.533","0.541","0.802","Eburnitermes spp Soldier"
"3331","0.388","0.382","0.854","Eburnitermes spp Soldier"
"3332","0.536","0.48","0.78","Eburnitermes spp Soldier"
"3333","0.473","0.349","1.007","Epicalotermes kempae Worker"
"3334","0.625","0.429","1.111","Epicalotermes kempae Worker"
"3335","0.457","0.419","1.03","Epicalotermes kempae Worker"
"3336","0.612","0.56","1.255","Epicalotermes kempae Worker"
"3337","0.56","0.508","1.298","Epicalotermes kempae Worker"
"3338","0.544","0.414","1.268","Epicalotermes kempae Worker"
"3339","0.582","0.322","1.18","Epicalotermes kempae Worker"
"3340","0.376","0.38","1.003","Epicalotermes kempae Worker"
"3341","0.537","0.435","1.177","Epicalotermes kempae Worker"
"3342","0.52","0.385","1.141","Epicalotermes kempae Worker"
"3343","0.534","0.484","1.138","Epicalotermes kempae Worker"
"3344","0.514","0.441","1.077","Epicalotermes kempae Worker"
"3345","0.463","0.419","1.183","Epicalotermes kempae Worker"
"3346","0.615","0.486","1.172","Epicalotermes kempae Worker"
"3347","0.51","0.356","1.254","Epicalotermes kempae Worker"
"3348","0.554","0.436","1.126","Epicalotermes kempae Worker"
"3349","0.623","0.47","1.137","Epicalotermes kempae Worker"
"3350","0.594","0.384","1.147","Epicalotermes kempae Worker"
"3351","0.56","0.366","1.145","Epicalotermes kempae Worker"
"3352","0.577","0.412","1.161","Epicalotermes kempae Worker"
"3353","0.576","0.511","1.218","Epicalotermes kempae Worker"
"3354","0.557","0.488","1.164","Epicalotermes kempae Worker"
"3355","0.606","0.382","1.2","Epicalotermes kempae Worker"
"3356","0.588","0.504","1.152","Epicalotermes kempae Worker"
"3357","0.486","0.421","1.024","Epicalotermes kempae Worker"
"3358","0.545","0.434","1.135","Epicalotermes kempae Worker"
"3359","0.577","0.533","1.193","Epicalotermes kempae Worker"
"3360","0.639","0.496","1.271","Epicalotermes kempae Worker"
"3361","0.615","0.593","1.299","Epicalotermes kempae Worker"
"3362","0.754","0.654","1.371","Epicalotermes kempae Worker"
"3363","0.637","0.554","1.179","Epicalotermes kempae Soldier"
"3364","0.993","0.807","1.575","Epicalotermes kempae Soldier"
"3365","0.923","0.709","1.334","Epicalotermes kempae Soldier"
"3366","0.829","0.628","1.273","Epicalotermes kempae Soldier"
"3367","0.847","0.736","1.404","Epicalotermes kempae Soldier"
"3368","0.837","0.597","1.226","Epicalotermes kempae Soldier"
"3369","0.751","0.716","1.309","Epicalotermes kempae Soldier"
"3370","0.829","0.757","1.457","Epicalotermes kempae Soldier"
"3371","0.863","0.713","1.522","Epicalotermes kempae Soldier"
"3372","0.935","0.547","1.507","Epicalotermes kempae Soldier"
"3373","1.108","0.752","0.994","Heimitermes laticeps Worker"
"3374","0.871","0.724","1.145","Heimitermes laticeps Worker"
"3375","0.987","0.798","1.192","Heimitermes laticeps Worker"
"3376","1.276","0.978","2.26","Heimitermes laticeps Soldier"
