"","HF","FT","HW","id"
"2666","0.542","0.446","0.737","Cornicapritermes mucronatus Worker"
"2667","0.552","0.495","0.723","Cornicapritermes mucronatus Worker"
"2668","0.486","0.43","0.715","Cornicapritermes mucronatus Worker"
"2669","0.699","0.69","1.118","Cornicapritermes mucronatus Soldier"
"2670","0.705","0.662","1.052","Cornicapritermes mucronatus Soldier"
"2671","0.773","0.598","1.004","Cornicapritermes mucronatus Soldier"
"2672","0.662","0.607","1.011","Cornicapritermes mucronatus Soldier"
"2673","0.707","0.486","0.998","Cornicapritermes mucronatus Soldier"
"2674","0.671","na","1.066","Cornicapritermes mucronatus Soldier"
"2675","0.637","0.341","0.977","Cornicapritermes mucronatus Soldier"
"2676","0.728","0.64","0.99","Cornicapritermes mucronatus Soldier"
"2677","0.561","0.641","0.972","Cornicapritermes mucronatus Soldier"
"2678","0.647","0.579","1.002","Cornicapritermes mucronatus Soldier"
"2679","na","na","0.802","Convexitermes manni Worker"
"2680","0.449","0.397","0.736","Convexitermes manni Worker"
"2681","0.5","0.424","0.788","Convexitermes manni Worker"
"2682","0.561","0.451","0.807","Convexitermes manni Worker"
"2683","0.505","0.429","0.744","Convexitermes manni Worker"
"2684","0.491","0.441","0.646","Convexitermes manni Worker"
"2685","0.52","0.371","0.723","Convexitermes manni Worker"
"2686","0.57","0.376","0.667","Convexitermes manni Worker"
"2687","0.441","0.41","0.782","Convexitermes manni Worker"
"2688","0.545","0.448","0.73","Convexitermes manni Worker"
"2689","0.574","0.444","0.615","Convexitermes manni Worker"
"2690","0.441","0.432","0.701","Convexitermes manni Worker"
"2691","0.545","na","0.75","Convexitermes manni Worker"
"2692","0.364","0.263","0.705","Convexitermes manni Soldier"
"2693","0.429","0.344","0.571","Convexitermes manni Soldier"
"2694","0.447","0.321","0.732","Convexitermes manni Soldier"
"2695","0.419","0.337","0.613","Convexitermes manni Soldier"
"2696","0.489","0.429","0.656","Convexitermes manni Soldier"
"2697","0.453","0.451","0.718","Convexitermes manni Soldier"
"2698","0.513","0.467","0.772","Convexitermes manni Soldier"
"2699","0.986","0.719","1.164","Crenetermes albotarsalis Worker"
"2700","1.11","0.702","1.047","Crenetermes albotarsalis Worker"
"2701","1.027","0.683","1.152","Crenetermes albotarsalis Worker"
"2702","0.976","0.761","1.039","Crenetermes albotarsalis Worker"
"2703","0.943","0.745","1.106","Crenetermes albotarsalis Worker"
"2704","1.002","0.678","1.122","Crenetermes albotarsalis Worker"
"2705","1","0.911","1.123","Crenetermes albotarsalis Worker"
"2706","1.087","0.856","1.205","Crenetermes albotarsalis Worker"
"2707","1.067","0.792","1.213","Crenetermes albotarsalis Worker"
"2708","1.165","0.867","1.289","Crenetermes albotarsalis Worker"
"2709","1.182","0.794","1.292","Crenetermes albotarsalis Worker"
"2710","0.985","0.744","1.274","Crenetermes albotarsalis Worker"
"2711","1.068","0.797","1.14","Crenetermes albotarsalis Worker"
"2712","1.201","0.799","1.213","Crenetermes albotarsalis Worker"
"2713","0.942","0.625","1.183","Crenetermes albotarsalis Worker"
"2714","1.102","0.749","1.16","Crenetermes albotarsalis Worker"
"2715","1.207","0.748","1.175","Crenetermes albotarsalis Worker"
"2716","1.023","0.723","1.113","Crenetermes albotarsalis Worker"
"2717","1.049","0.672","1.176","Crenetermes albotarsalis Worker"
"2718","0.995","0.625","1.025","Crenetermes albotarsalis Worker"
"2719","0.955","0.568","1.086","Crenetermes albotarsalis Worker"
"2720","1.213","0.707","1.284","Crenetermes albotarsalis Worker"
"2721","1.279","0.934","1.26","Crenetermes albotarsalis Worker"
"2722","1.22","0.886","1.196","Crenetermes albotarsalis Worker"
"2723","1.026","0.763","1.183","Crenetermes albotarsalis Worker"
"2724","1.194","0.768","1.199","Crenetermes albotarsalis Worker"
"2725","1.032","0.744","1.192","Crenetermes albotarsalis Worker"
"2726","0.94","0.8","1.26","Crenetermes albotarsalis Worker"
"2727","1.15","0.758","1.204","Crenetermes albotarsalis Worker"
"2728","1.075","0.743","1.27","Crenetermes albotarsalis Worker"
"2729","1.195","1.08","1.832","Crenetermes albotarsalis Soldier"
"2730","1.27","0.905","1.985","Crenetermes albotarsalis Soldier"
"2731","1.321","1.164","2.077","Crenetermes albotarsalis Soldier"
"2732","1.343","0.984","2.116","Crenetermes albotarsalis Soldier"
"2733","1.198","1.116","2.052","Crenetermes albotarsalis Soldier"
"2734","1.203","1.07","1.921","Crenetermes albotarsalis Soldier"
"2735","1.116","1.001","1.898","Crenetermes albotarsalis Soldier"
"2736","1.294","1.095","2.154","Crenetermes albotarsalis Soldier"
"2737","1.345","na","2.098","Crenetermes albotarsalis Soldier"
"2738","1.289","1.182","2.082","Crenetermes albotarsalis Soldier"
"2739","0.281","0.214","0.521","Crepititermes verruculosus Worker"
"2740","0.321","0.284","0.535","Crepititermes verruculosus Worker"
"2741","0.329","0.3","0.564","Crepititermes verruculosus Worker"
"2742","0.354","0.184","0.51","Crepititermes verruculosus Worker"
"2743","0.36","0.2","0.533","Crepititermes verruculosus Worker"
"2744","0.287","0.193","0.474","Crepititermes verruculosus Worker"
"2745","0.345","0.296","0.584","Crepititermes verruculosus Worker"
"2746","0.34","0.222","0.545","Crepititermes verruculosus Worker"
"2747","0.365","0.325","0.564","Crepititermes verruculosus Worker"
"2748","0.325","0.239","0.508","Crepititermes verruculosus Worker"
"2749","0.277","0.189","0.535","Crepititermes verruculosus Worker"
"2750","0.284","0.187","0.497","Crepititermes verruculosus Worker"
"2751","0.322","0.283","0.541","Crepititermes verruculosus Worker"
"2752","0.295","0.181","0.55","Crepititermes verruculosus Worker"
"2753","0.261","0.216","0.583","Crepititermes verruculosus Worker"
"2754","0.376","0.246","0.535","Crepititermes verruculosus Worker"
"2755","0.246","0.202","0.559","Crepititermes verruculosus Worker"
"2756","0.323","0.259","0.529","Crepititermes verruculosus Worker"
"2757","0.318","0.171","0.53","Crepititermes verruculosus Worker"
"2758","0.351","0.255","0.548","Crepititermes verruculosus Worker"
"2759","0.218","0.245","0.541","Crepititermes verruculosus Worker"
"2760","0.284","0.224","0.574","Crepititermes verruculosus Worker"
"2761","0.297","0.21","0.59","Crepititermes verruculosus Worker"
"2762","0.208","0.218","0.572","Crepititermes verruculosus Worker"
"2763","0.185","0.2","0.567","Crepititermes verruculosus Worker"
"2764","0.335","0.206","0.55","Crepititermes verruculosus Worker"
"2765","0.255","na","0.568","Crepititermes verruculosus Worker"
"2766","na","0.212","0.548","Crepititermes verruculosus Worker"
"2767","0.28","0.208","0.588","Crepititermes verruculosus Worker"
"2768","0.255","0.236","0.573","Crepititermes verruculosus Worker"
"2769","0.229","0.25","0.621","Crepititermes verruculosus Soldier"
"2770","0.279","0.312","0.601","Crepititermes verruculosus Soldier"
"2771","0.433","0.266","0.619","Crepititermes verruculosus Soldier"
"2772","0.242","0.283","0.609","Crepititermes verruculosus Soldier"
"2773","0.362","0.321","0.614","Crepititermes verruculosus Soldier"
"2774","na","na","0.595","Crepititermes verruculosus Soldier"
"2775","0.351","0.384","0.624","Crepititermes verruculosus Soldier"
"2776","0.36","0.384","0.638","Crepititermes verruculosus Soldier"
"2777","0.399","0.319","0.623","Crepititermes verruculosus Soldier"
"2778","0.268","0.257","0.623","Crepititermes verruculosus Soldier"
"2779","0.423","0.404","0.47","Crepititermes verruculosus Queen"
"2780","0.835","0.556","1.472","Comatermes perfectus Worker"
"2781","0.825","0.489","1.388","Comatermes perfectus Worker"
"2782","0.553","0.445","1.27","Comatermes perfectus Worker"
"2783","0.574","0.436","1.185","Comatermes perfectus Worker"
"2784","0.781","0.506","1.45","Comatermes perfectus Worker"
"2785","0.569","0.344","1.158","Comatermes perfectus Worker"
"2786","0.693","0.527","1.321","Comatermes perfectus Worker"
"2787","0.585","0.592","1.347","Comatermes perfectus Worker"
"2788","0.945","0.805","2.111","Comatermes perfectus Soldier"
"2789","1.132","0.783","2.169","Comatermes perfectus Soldier"
"2790","1.269","1.016","2.332","Comatermes perfectus Soldier"
"2791","0.994","0.868","2.373","Comatermes perfectus Soldier"
"2792","1.156","0.843","2.226","Comatermes perfectus Soldier"
"2793","1.313","1.009","2.223","Comatermes perfectus Soldier"
"2794","0.648","0.311","0.721","Cristatitermes Froggatti Worker"
"2795","0.508","0.287","0.79","Cristatitermes Froggatti Worker"
"2796","0.516","0.452","0.706","Cristatitermes Froggatti Worker"
"2797","0.569","0.481","0.632","Cristatitermes Froggatti Worker"
"2798","0.471","0.472","0.763","Cristatitermes Froggatti Worker"
"2799","0.735","0.716","1.335","Cristatitermes Froggatti Worker"
"2800","0.813","0.427","1.235","Cristatitermes Froggatti Worker"
"2801","0.745","0.547","1.344","Cristatitermes Froggatti Worker"
"2802","0.312","0.334","0.495","Cristatitermes Froggatti Worker"
"2803","0.493","0.381","0.638","Cristatitermes Froggatti Worker"
"2804","0.448","0.382","0.697","Cristatitermes Froggatti Worker"
"2805","0.475","0.379","0.59","Cristatitermes Froggatti Worker"
"2806","0.375","0.47","0.754","Cristatitermes Froggatti Worker"
"2807","0.579","0.487","0.853","Cristatitermes Froggatti Soldier"
"2808","0.535","0.351","0.943","Cristatitermes Froggatti Soldier"
"2809","0.521","0.561","0.881","Cristatitermes Froggatti Soldier"
"2810","0.589","0.527","0.906","Cristatitermes Froggatti Soldier"
"2811","0.53","0.349","0.797","Cylindrotermes parvignathus Worker"
"2812","0.527","0.355","0.691","Cylindrotermes parvignathus Worker"
"2813","0.474","0.348","0.802","Cylindrotermes parvignathus Worker"
"2814","0.427","0.338","0.716","Cylindrotermes parvignathus Worker"
"2815","0.476","0.341","0.695","Cylindrotermes parvignathus Worker"
"2816","0.429","0.327","0.699","Cylindrotermes parvignathus Worker"
"2817","0.369","0.33","0.728","Cylindrotermes parvignathus Worker"
"2818","0.344","0.336","0.656","Cylindrotermes parvignathus Worker"
"2819","0.437","na","0.676","Cylindrotermes parvignathus Worker"
"2820","0.474","0.318","0.669","Cylindrotermes parvignathus Worker"
"2821","0.437","0.302","0.728","Cylindrotermes parvignathus Worker"
"2822","0.459","0.303","0.752","Cylindrotermes parvignathus Worker"
"2823","0.447","0.285","0.74","Cylindrotermes parvignathus Worker"
"2824","0.384","0.303","0.685","Cylindrotermes parvignathus Worker"
"2825","0.515","0.414","0.709","Cylindrotermes parvignathus Worker"
"2826","0.37","0.315","0.671","Cylindrotermes parvignathus Worker"
"2827","0.346","0.213","0.666","Cylindrotermes parvignathus Worker"
"2828","0.3","0.223","0.613","Cylindrotermes parvignathus Worker"
"2829","0.286","0.199","0.604","Cylindrotermes parvignathus Worker"
"2830","na","na","0.679","Cylindrotermes parvignathus Worker"
"2831","0.496","0.318","0.71","Cylindrotermes parvignathus Worker"
"2832","0.506","0.387","0.79","Cylindrotermes parvignathus Worker"
"2833","0.408","0.355","0.757","Cylindrotermes parvignathus Worker"
"2834","0.48","0.273","0.827","Cylindrotermes parvignathus Worker"
"2835","0.43","0.392","0.703","Cylindrotermes parvignathus Worker"
"2836","0.459","0.326","0.77","Cylindrotermes parvignathus Worker"
"2837","0.508","0.393","0.768","Cylindrotermes parvignathus Worker"
"2838","0.479","0.404","0.829","Cylindrotermes parvignathus Worker"
"2839","0.523","0.37","0.787","Cylindrotermes parvignathus Worker"
"2840","0.473","0.351","0.833","Cylindrotermes parvignathus Worker"
"2841","0.515","0.415","0.854","Cylindrotermes parvignathus Soldier"
"2842","0.506","0.349","0.808","Cylindrotermes parvignathus Soldier"
"2843","na","0.432","0.797","Cylindrotermes parvignathus Soldier"
"2844","0.543","0.355","0.791","Cylindrotermes parvignathus Soldier"
"2845","0.472","0.313","0.807","Cylindrotermes parvignathus Soldier"
"2846","0.453","0.339","0.817","Cylindrotermes parvignathus Soldier"
"2847","0.496","0.343","0.809","Cylindrotermes parvignathus Soldier"
"2848","0.551","0.369","0.872","Cylindrotermes parvignathus Soldier"
"2849","0.507","0.406","0.876","Cylindrotermes parvignathus Soldier"
"2850","0.55","0.483","0.904","Cylindrotermes parvignathus Soldier"
"2851","0.356","0.274","0.533","Coatitermes kartaboensis Worker"
"2852","0.318","0.257","0.524","Coatitermes kartaboensis Worker"
"2853","0.381","0.3","0.575","Coatitermes kartaboensis Worker"
"2854","0.389","0.314","0.575","Coatitermes kartaboensis Worker"
"2855","0.268","0.279","0.525","Coatitermes kartaboensis Worker"
"2856","0.315","0.288","0.573","Coatitermes kartaboensis Worker"
"2857","0.341","0.269","0.544","Coatitermes kartaboensis Worker"
"2858","0.329","0.268","0.542","Coatitermes kartaboensis Worker"
"2859","0.304","0.31","0.543","Coatitermes kartaboensis Worker"
"2860","0.353","0.278","0.58","Coatitermes kartaboensis Worker"
"2861","0.434","0.239","0.584","Coatitermes kartaboensis Worker"
"2862","0.344","0.288","0.56","Coatitermes kartaboensis Worker"
"2863","0.321","0.24","0.543","Coatitermes kartaboensis Worker"
"2864","0.324","0.222","0.544","Coatitermes kartaboensis Worker"
"2865","0.326","0.297","0.559","Coatitermes kartaboensis Worker"
"2866","0.376","0.269","0.584","Coatitermes kartaboensis Worker"
"2867","0.381","0.356","0.567","Coatitermes kartaboensis Worker"
"2868","0.356","0.287","0.59","Coatitermes kartaboensis Worker"
"2869","0.338","0.321","0.554","Coatitermes kartaboensis Worker"
"2870","0.352","0.27","0.57","Coatitermes kartaboensis Worker"
"2871","0.344","0.305","0.532","Coatitermes kartaboensis Worker"
"2872","0.358","0.345","0.581","Coatitermes kartaboensis Worker"
"2873","0.314","0.287","0.577","Coatitermes kartaboensis Worker"
"2874","0.397","0.358","0.559","Coatitermes kartaboensis Worker"
"2875","0.403","0.268","0.591","Coatitermes kartaboensis Worker"
"2876","0.317","0.258","0.597","Coatitermes kartaboensis Worker"
"2877","0.3","0.297","0.568","Coatitermes kartaboensis Worker"
"2878","0.384","0.318","0.607","Coatitermes kartaboensis Worker"
"2879","0.296","0.276","0.574","Coatitermes kartaboensis Worker"
"2880","0.389","0.296","0.592","Coatitermes kartaboensis Worker"
"2881","0.403","0.266","0.531","Coatitermes kartaboensis Soldier"
"2882","0.364","0.244","0.526","Coatitermes kartaboensis Soldier"
"2883","0.33","0.317","0.454","Coatitermes kartaboensis Soldier"
"2884","0.406","0.287","0.575","Coatitermes kartaboensis Soldier"
"2885","0.378","0.276","0.459","Coatitermes kartaboensis Soldier"
"2886","0.433","0.288","0.551","Coatitermes kartaboensis Soldier"
"2887","0.372","0.279","0.366","Coatitermes kartaboensis Soldier"
"2888","0.384","0.326","0.433","Coatitermes kartaboensis Soldier"
"2889","0.358","0.301","0.493","Coatitermes kartaboensis Soldier"
"2890","0.378","0.316","0.533","Coatitermes kartaboensis Soldier"
"2891","1.6","1.337","1.6","Drepanotermes rubiceps Worker"
"2892","1.271","1.321","1.949","Drepanotermes rubiceps Worker"
"2893","1.422","1.052","1.856","Drepanotermes rubiceps Worker"
"2894","1.043","0.919","0.104","Drepanotermes rubiceps Worker"
"2895","1.302","1.087","1.376","Drepanotermes rubiceps Worker"
"2896","1.09","0.97","1.473","Drepanotermes rubiceps Worker"
"2897","na","na","1.49","Drepanotermes rubiceps Worker"
"2898","na","na","1.629","Drepanotermes rubiceps Worker"
"2899","1.088","1.097","1.287","Drepanotermes rubiceps Worker"
"2900","na","na","1.603","Drepanotermes rubiceps Worker"
"2901","na","na","1.5","Drepanotermes rubiceps Worker"
"2902","1.086","0.771","1.41","Drepanotermes rubiceps Worker"
"2903","1.195","0.959","1.313","Drepanotermes rubiceps Worker"
"2904","0.926","1.081","1.366","Drepanotermes rubiceps Worker"
"2905","1.331","1.275","1.65","Drepanotermes rubiceps Worker"
"2906","1.183","0.829","1.586","Drepanotermes rubiceps Worker"
"2907","1.124","1.043","1.64","Drepanotermes rubiceps Worker"
"2908","0.906","0.903","1.301","Drepanotermes rubiceps Worker"
"2909","1.195","0.659","1.716","Drepanotermes rubiceps Worker"
"2910","1.328","1.361","1.961","Drepanotermes rubiceps Worker"
"2911","1.337","1.282","1.875","Drepanotermes rubiceps Worker"
"2912","1.246","1.062","1.674","Drepanotermes rubiceps Worker"
"2913","1.172","0.863","1.723","Drepanotermes rubiceps Worker"
"2914","1.33","1.187","1.555","Drepanotermes rubiceps Worker"
"2915","1.639","1.361","1.862","Drepanotermes rubiceps Soldier"
"2916","1.249","0.877","1.617","Drepanotermes rubiceps Soldier"
"2917","1.598","1.18","1.616","Drepanotermes rubiceps Soldier"
"2918","1.523","1.326","1.659","Drepanotermes rubiceps Soldier"
"2919","1.616","1.455","1.603","Drepanotermes rubiceps Soldier"
"2920","1.255","1.418","1.539","Drepanotermes rubiceps Soldier"
"2921","1.628","1.512","1.978","Drepanotermes rubiceps Soldier"
"2922","1.588","1.311","1.724","Drepanotermes rubiceps Soldier"
"2923","1.354","na","1.765","Drepanotermes rubiceps Soldier"
"2924","1.437","1.332","1.744","Drepanotermes rubiceps Soldier"
"2925","1.079","0.902","1.544","Dentispicotermes conjuctus Soldier"
"2926","0.7","0.681","1.066","Duplidentitermes furcatidens Worker"
"2927","0.676","0.687","0.954","Duplidentitermes furcatidens Worker"
"2928","0.794","0.644","0.972","Duplidentitermes furcatidens Worker"
"2929","0.844","0.58","1.136","Duplidentitermes furcatidens Worker"
"2930","1.064","0.783","1.147","Duplidentitermes furcatidens Worker"
"2931","0.895","0.728","1.098","Duplidentitermes furcatidens Worker"
"2932","0.859","0.667","1.128","Duplidentitermes furcatidens Worker"
"2933","0.926","0.853","1.082","Duplidentitermes furcatidens Worker"
"2934","0.924","0.73","1.094","Duplidentitermes furcatidens Worker"
"2935","0.757","0.53","1.042","Duplidentitermes furcatidens Worker"
"2936","0.881","0.801","1.095","Duplidentitermes furcatidens Worker"
"2937","0.954","0.671","1.047","Duplidentitermes furcatidens Worker"
"2938","0.867","0.667","1.024","Duplidentitermes furcatidens Worker"
"2939","1.018","0.718","1.093","Duplidentitermes furcatidens Worker"
"2940","0.944","0.658","1.088","Duplidentitermes furcatidens Worker"
"2941","0.956","0.703","1.097","Duplidentitermes furcatidens Worker"
"2942","0.967","0.748","1.162","Duplidentitermes furcatidens Worker"
"2943","1.132","na","1.231","Duplidentitermes furcatidens Worker"
"2944","0.959","0.746","1.092","Duplidentitermes furcatidens Worker"
"2945","1.231","0.851","1.185","Duplidentitermes furcatidens Worker"
"2946","0.949","0.758","1.118","Duplidentitermes furcatidens Worker"
"2947","0.786","0.659","1.11","Duplidentitermes furcatidens Worker"
"2948","0.982","0.666","1.231","Duplidentitermes furcatidens Worker"
"2949","1.009","0.849","1.594","Duplidentitermes furcatidens Soldier"
"2950","1.112","0.889","1.584","Duplidentitermes furcatidens Soldier"
"2951","1.337","0.916","2.276","Duplidentitermes furcatidens Soldier"
"2952","1.058","0.683","1.583","Duplidentitermes furcatidens Soldier"
"2953","1.024","0.829","1.513","Duplidentitermes furcatidens Soldier"
"2954","na","0.681","1.728","Duplidentitermes furcatidens Soldier"
"2955","1.009","0.786","2.23","Duplidentitermes furcatidens Soldier"
"2956","1.2","1.007","2.071","Duplidentitermes furcatidens Soldier"
"2957","na","0.989","1.919","Duplidentitermes furcatidens Soldier"
"2958","na","na","1.906","Duplidentitermes furcatidens Soldier"
"2959","0.794","0.769","1.243","Ekphysotermes kalgoorliensis Soldier"
"2960","0.866","0.757","1.233","Ekphysotermes kalgoorliensis Soldier"
"2961","0.576","0.566","0.886","Euhamitermes spp Worker"
"2962","0.695","0.476","0.856","Euhamitermes spp Worker"
"2963","0.606","0.423","0.839","Euhamitermes spp Worker"
"2964","0.665","0.41","0.82","Euhamitermes spp Worker"
"2965","0.634","0.54","0.775","Euhamitermes spp Worker"
"2966","0.632","0.506","0.892","Euhamitermes spp Worker"
"2967","0.575","0.481","0.844","Euhamitermes spp Worker"
"2968","0.732","0.545","0.744","Euhamitermes spp Worker"
"2969","0.691","0.57","0.851","Euhamitermes spp Worker"
"2970","0.431","0.432","0.798","Euhamitermes spp Worker"
"2971","0.678","0.435","0.831","Euhamitermes spp Worker"
"2972","0.559","0.4","0.869","Euhamitermes spp Worker"
"2973","0.667","0.539","0.896","Euhamitermes spp Worker"
"2974","na","0.646","1.195","Euhamitermes spp Worker"
"2975","0.732","0.684","0.937","Cyranotermes timuassu Worker"
"2976","0.818","0.624","0.846","Cyranotermes timuassu Worker"
"2977","0.802","0.535","0.957","Cyranotermes timuassu Worker"
"2978","0.665","0.663","0.917","Cyranotermes timuassu Worker"
"2979","0.689","0.583","0.824","Cyranotermes timuassu Worker"
"2980","0.855","0.688","1.006","Cyranotermes timuassu Worker"
"2981","0.885","0.693","0.887","Cyranotermes timuassu Worker"
"2982","0.796","0.73","0.981","Cyranotermes timuassu Worker"
"2983","0.823","0.652","1.038","Cyranotermes timuassu Worker"
"2984","0.923","0.75","1.05","Cyranotermes timuassu Worker"
"2985","0.824","0.613","0.888","Cyranotermes timuassu Worker"
"2986","0.872","0.588","0.989","Cyranotermes timuassu Worker"
"2987","0.882","0.736","1.038","Cyranotermes timuassu Worker"
"2988","0.769","0.737","1.009","Cyranotermes timuassu Worker"
"2989","0.824","0.588","0.954","Cyranotermes timuassu Worker"
"2990","0.753","0.64","0.954","Cyranotermes timuassu Worker"
"2991","0.796","0.628","0.951","Cyranotermes timuassu Worker"
"2992","0.774","0.592","0.934","Cyranotermes timuassu Worker"
"2993","0.794","0.722","0.991","Cyranotermes timuassu Worker"
"2994","0.629","0.519","1.006","Cyranotermes timuassu Worker"
"2995","0.722","0.626","0.872","Cyranotermes timuassu Worker"
"2996","0.78","0.637","0.963","Cyranotermes timuassu Worker"
"2997","0.697","0.569","0.964","Cyranotermes timuassu Worker"
"2998","0.69","0.616","0.944","Cyranotermes timuassu Worker"
"2999","0.865","0.647","0.897","Cyranotermes timuassu Worker"
"3000","0.784","0.733","0.947","Cyranotermes timuassu Worker"
"3001","0.782","0.534","0.944","Cyranotermes timuassu Worker"
"3002","0.757","0.71","0.978","Cyranotermes timuassu Worker"
"3003","0.827","0.553","0.971","Cyranotermes timuassu Worker"
"3004","0.784","0.618","0.968","Cyranotermes timuassu Worker"
"3005","0.834","0.652","0.794","Cyranotermes timuassu Soldier"
"3006","0.878","0.781","0.841","Cyranotermes timuassu Soldier"
"3007","0.939","0.744","0.843","Cyranotermes timuassu Soldier"
"3008","0.905","0.883","0.76","Cyranotermes timuassu Soldier"
"3009","0.847","0.688","0.83","Cyranotermes timuassu Soldier"
"3010","0.908","0.843","0.801","Cyranotermes timuassu Soldier"
"3011","0.784","0.679","0.8","Cyranotermes timuassu Soldier"
"3012","0.857","0.744","0.838","Cyranotermes timuassu Soldier"
"3013","0.968","0.762","0.884","Cyranotermes timuassu Soldier"
"3014","0.845","0.797","0.862","Cyranotermes timuassu Soldier"
"3015","1.102","0.815","1.121","Cyrilliotermes cupim Worker"
"3016","0.939","0.792","1.043","Cyrilliotermes cupim Worker"
"3017","0.911","0.787","1.064","Cyrilliotermes cupim Worker"
"3018","0.815","0.663","1.034","Cyrilliotermes cupim Worker"
"3019","0.937","0.684","1.026","Cyrilliotermes cupim Worker"
"3020","0.926","0.735","1.044","Cyrilliotermes cupim Worker"
"3021","0.972","0.822","1.111","Cyrilliotermes cupim Worker"
"3022","0.944","0.719","1.152","Cyrilliotermes cupim Worker"
"3023","0.667","0.675","0.915","Cyrilliotermes cupim Worker"
"3024","0.93","0.755","1.063","Cyrilliotermes cupim Worker"
"3025","0.875","0.782","0.926","Cyrilliotermes cupim Worker"
"3026","0.963","0.735","1.007","Cyrilliotermes cupim Worker"
"3027","1.096","0.651","1.105","Cyrilliotermes cupim Worker"
"3028","0.96","0.707","1.155","Cyrilliotermes cupim Worker"
"3029","1.054","0.735","1.151","Cyrilliotermes cupim Worker"
"3030","0.749","0.586","0.707","Cyrilliotermes cupim Worker"
"3031","0.918","0.801","0.906","Cyrilliotermes cupim Worker"
"3032","1.069","0.849","0.925","Cyrilliotermes cupim Worker"
"3033","0.794","0.703","1.024","Cyrilliotermes cupim Worker"
"3034","1.06","0.703","1.179","Cyrilliotermes cupim Worker"
"3035","0.802","0.726","0.949","Cyrilliotermes cupim Worker"
"3036","0.911","0.575","1.022","Cyrilliotermes cupim Worker"
"3037","0.888","0.603","0.94","Cyrilliotermes cupim Worker"
"3038","0.972","0.77","1.087","Cyrilliotermes cupim Worker"
"3039","0.944","0.705","0.931","Cyrilliotermes cupim Worker"
"3040","0.909","0.716","1.008","Cyrilliotermes cupim Worker"
"3041","1.039","0.975","1.134","Cyrilliotermes cupim Worker"
"3042","0.984","0.626","1.046","Cyrilliotermes cupim Worker"
"3043","1.03","0.843","1.049","Cyrilliotermes cupim Worker"
"3044","0.917","0.71","0.95","Cyrilliotermes cupim Worker"
"3045","1.108","0.806","1.181","Cyrilliotermes cupim Soldier"
"3046","1.108","0.74","1.139","Cyrilliotermes cupim Soldier"
"3047","0.987","0.846","1.156","Cyrilliotermes cupim Soldier"
"3048","1.025","0.941","1.305","Cyrilliotermes cupim Soldier"
"3049","1.183","0.894","1.188","Cyrilliotermes cupim Soldier"
"3050","1.101","0.871","1.168","Cyrilliotermes cupim Soldier"
"3051","1.14","0.865","1.264","Cyrilliotermes cupim Soldier"
"3052","1.148","0.91","1.248","Cyrilliotermes cupim Soldier"
"3053","1.069","0.883","1.202","Cyrilliotermes cupim Soldier"
"3054","0.792","0.607","1.06","Cyrilliotermes cupim Soldier"
"3055","0.989","0.683","0.972","Curvitermes stictinasus Worker"
"3056","1.028","0.593","0.955","Curvitermes stictinasus Worker"
"3057","0.888","0.657","0.906","Curvitermes stictinasus Worker"
"3058","0.768","0.588","0.879","Curvitermes stictinasus Worker"
"3059","0.95","0.704","0.998","Curvitermes stictinasus Worker"
"3060","0.89","0.688","0.945","Curvitermes stictinasus Worker"
"3061","0.865","0.532","1.015","Curvitermes stictinasus Worker"
"3062","0.983","0.628","1.114","Curvitermes stictinasus Worker"
"3063","0.834","0.687","0.983","Curvitermes stictinasus Worker"
"3064","0.849","0.749","1.035","Curvitermes stictinasus Worker"
"3065","0.817","0.625","0.988","Curvitermes stictinasus Worker"
"3066","0.93","0.759","1.144","Curvitermes stictinasus Worker"
"3067","0.848","0.606","1.014","Curvitermes stictinasus Worker"
"3068","0.791","0.648","1.004","Curvitermes stictinasus Worker"
"3069","0.976","0.759","0.997","Curvitermes stictinasus Worker"
"3070","0.775","0.676","0.952","Curvitermes stictinasus Worker"
"3071","0.82","0.666","0.976","Curvitermes stictinasus Worker"
"3072","0.982","0.844","1.084","Curvitermes stictinasus Worker"
"3073","0.901","0.636","1.03","Curvitermes stictinasus Worker"
"3074","0.961","0.674","0.969","Curvitermes stictinasus Worker"
"3075","1.027","0.745","0.973","Curvitermes stictinasus Worker"
"3076","0.95","0.597","0.941","Curvitermes stictinasus Worker"
"3077","0.974","0.771","1.155","Curvitermes stictinasus Worker"
"3078","0.93","0.832","1.121","Curvitermes stictinasus Worker"
"3079","1.021","0.712","1.122","Curvitermes stictinasus Worker"
"3080","0.953","0.77","1.107","Curvitermes stictinasus Worker"
"3081","1.051","0.652","1.126","Curvitermes stictinasus Worker"
"3082","1.076","0.718","1.045","Curvitermes stictinasus Worker"
"3083","1.091","0.719","1.097","Curvitermes stictinasus Worker"
"3084","0.936","0.696","1.071","Curvitermes stictinasus Worker"
"3085","0.921","0.787","1.146","Curvitermes stictinasus Soldier"
"3086","0.921","0.735","1.232","Curvitermes stictinasus Soldier"
"3087","0.912","0.708","1.211","Curvitermes stictinasus Soldier"
"3088","1.043","0.868","1.232","Curvitermes stictinasus Soldier"
"3089","1.017","0.85","1.16","Curvitermes stictinasus Soldier"
"3090","0.986","0.697","1.223","Curvitermes stictinasus Soldier"
"3091","1.014","0.757","1.045","Curvitermes stictinasus Soldier"
"3092","0.964","0.736","1.147","Curvitermes stictinasus Soldier"
